id,loan_amnt,int_rate,term_months,grade,sub_grade,emp_length_years,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,issue_date,issue_year,issue_month,loan_status,is_default
10878,25000,8.19,36.0,A,A4,10.0,MORTGAGE,115000.0,Not Verified,credit_card,CO,30.45,2018-09-01,2018,2018-09,Current,0
10879,30000,11.8,60.0,B,B4,10.0,MORTGAGE,98000.0,Source Verified,debt_consolidation,MD,42.0,2014-04-01,2014,2014-04,Current,0
10880,14000,26.31,60.0,E,E4,,RENT,55000.0,Not Verified,debt_consolidation,CA,7.11,2015-04-01,2015,2015-04,Current,0
10881,4000,18.94,36.0,D,D2,1.0,RENT,73000.0,Not Verified,credit_card,NJ,4.78,2014-01-01,2014,2014-01,Current,0
10882,6500,8.81,36.0,A,A5,3.0,MORTGAGE,88000.0,Not Verified,credit_card,MA,14.22,2017-05-01,2017,2017-05,Current,0
10883,35000,16.14,36.0,C,C4,5.0,RENT,125500.0,Source Verified,debt_consolidation,NY,3.76,2015-01-01,2015,2015-01,Current,0
10884,12000,16.14,36.0,C,C4,6.0,RENT,24000.0,Source Verified,credit_card,AZ,23.55,2019-06-01,2019,2019-06,Current,0
10885,28000,13.56,60.0,C,C1,10.0,MORTGAGE,128500.0,Source Verified,credit_card,TX,27.35,2014-07-01,2014,2014-07,Current,0
10886,12500,12.98,60.0,B,B5,10.0,MORTGAGE,80000.0,Not Verified,major_purchase,KY,24.47,2017-11-01,2017,2017-11,Current,0
10887,2500,15.02,36.0,C,C3,,OWN,29000.0,Source Verified,debt_consolidation,LA,17.88,2018-09-01,2018,2018-09,Current,0
10888,30000,10.72,60.0,B,B2,0.0,OWN,85000.0,Source Verified,debt_consolidation,NY,9.88,2015-01-01,2015,2015-01,Current,0
10889,15000,8.81,36.0,A,A5,,MORTGAGE,76000.0,Not Verified,home_improvement,NV,17.97,2015-07-01,2015,2015-07,Current,0
10890,20000,11.8,60.0,B,B4,10.0,MORTGAGE,57200.0,Not Verified,credit_card,SC,32.38,2018-10-01,2018,2018-10,Current,0
10891,3200,10.33,36.0,B,B1,0.0,RENT,40000.0,Verified,debt_consolidation,CA,29.82,2014-07-01,2014,2014-07,Current,0
10892,10000,12.98,60.0,B,B5,1.0,MORTGAGE,60000.0,Not Verified,car,RI,12.25,2016-08-01,2016,2016-08,Fully Paid,0
10893,25000,12.98,36.0,B,B5,,OWN,30000.0,Not Verified,debt_consolidation,RI,24.88,2015-07-01,2015,2015-07,Current,0
10894,12500,12.98,60.0,B,B5,10.0,MORTGAGE,80000.0,Not Verified,major_purchase,KY,24.47,2014-01-01,2014,2014-01,Current,0
10895,16000,13.56,36.0,C,C1,0.0,OWN,72000.0,Source Verified,home_improvement,NY,27.71,2016-09-01,2016,2016-09,Current,0
10896,19700,10.72,60.0,B,B2,2.0,MORTGAGE,32000.0,Verified,other,GA,1.31,2016-12-01,2016,2016-12,Current,0
10897,10000,12.98,60.0,B,B5,1.0,MORTGAGE,60000.0,Not Verified,car,RI,12.25,2016-01-01,2016,2016-01,Fully Paid,0
10898,40000,6.46,36.0,A,A1,1.0,MORTGAGE,110000.0,Source Verified,debt_consolidation,CO,16.91,2018-11-01,2018,2018-11,Current,0
10899,4600,7.02,36.0,A,A2,2.0,MORTGAGE,175000.0,Not Verified,debt_consolidation,IL,11.01,2014-07-01,2014,2014-07,Current,0
10900,23000,8.19,60.0,A,A4,4.0,MORTGAGE,153000.0,Source Verified,credit_card,CA,13.53,2016-07-01,2016,2016-07,Current,0
10901,15000,7.02,36.0,A,A2,0.0,MORTGAGE,60000.0,Not Verified,credit_card,AZ,10.18,2015-02-01,2015,2015-02,Current,0
10902,5000,11.31,36.0,B,B3,,RENT,13000.0,Not Verified,credit_card,PA,14.59,2018-07-01,2018,2018-07,Current,0
10903,10000,8.81,36.0,A,A5,6.0,RENT,62000.0,Source Verified,credit_card,UT,11.13,2017-05-01,2017,2017-05,Current,0
10904,11200,10.72,60.0,B,B2,10.0,MORTGAGE,50000.0,Not Verified,debt_consolidation,CT,22.64,2018-03-01,2018,2018-03,Current,0
10905,6000,8.19,36.0,A,A4,3.0,RENT,40000.0,Source Verified,credit_card,PA,25.53,2014-08-01,2014,2014-08,Current,0
10906,7500,10.72,36.0,B,B2,2.0,RENT,84000.0,Not Verified,debt_consolidation,IL,3.86,2016-09-01,2016,2016-09,Current,0
10907,30000,10.72,36.0,B,B2,10.0,OWN,96000.0,Not Verified,debt_consolidation,TX,55.43,2014-04-01,2014,2014-04,Current,0
10908,15000,12.98,60.0,B,B5,8.0,RENT,90000.0,Not Verified,major_purchase,TX,18.84,2015-12-01,2015,2015-12,Current,0
10909,3000,11.8,36.0,B,B4,,MORTGAGE,17670.0,Verified,debt_consolidation,MO,15.49,2019-09-01,2019,2019-09,Current,0
10910,5000,11.31,36.0,B,B3,,RENT,13000.0,Not Verified,credit_card,PA,14.59,2018-05-01,2018,2018-05,Current,0
10911,22000,7.56,36.0,A,A3,10.0,MORTGAGE,70000.0,Not Verified,credit_card,GA,23.61,2014-06-01,2014,2014-06,Current,0
10912,10000,12.98,60.0,B,B5,9.0,RENT,60000.0,Not Verified,credit_card,KS,14.9,2016-03-01,2016,2016-03,Current,0
10913,11000,8.19,60.0,A,A4,5.0,RENT,60000.0,Not Verified,debt_consolidation,LA,15.96,2019-03-01,2019,2019-03,Current,0
10914,6500,8.81,36.0,A,A5,3.0,MORTGAGE,88000.0,Not Verified,credit_card,MA,14.22,2015-01-01,2015,2015-01,Current,0
10915,4800,10.72,36.0,B,B2,10.0,RENT,80000.0,Not Verified,credit_card,TX,26.55,2018-07-01,2018,2018-07,Current,0
10916,15000,10.72,36.0,B,B2,3.0,MORTGAGE,150000.0,Not Verified,debt_consolidation,NH,17.83,2015-12-01,2015,2015-12,Current,0
10917,22400,16.14,60.0,C,C4,10.0,OWN,56000.0,Source Verified,credit_card,VA,18.47,2016-11-01,2016,2016-11,Current,0
10918,5000,13.56,36.0,C,C1,2.0,RENT,35140.0,Source Verified,debt_consolidation,NY,7.89,2019-04-01,2019,2019-04,Current,0
10919,10000,8.81,36.0,A,A5,10.0,RENT,90000.0,Not Verified,debt_consolidation,CA,22.1,2018-01-01,2018,2018-01,Current,0
10920,30000,16.14,36.0,C,C4,0.0,RENT,55000.0,Not Verified,credit_card,MI,23.75,2015-09-01,2015,2015-09,Current,0
10921,30000,20.89,60.0,D,D4,2.0,RENT,120000.0,Source Verified,debt_consolidation,CA,5.89,2014-01-01,2014,2014-01,Current,0
10922,4000,16.91,36.0,C,C5,5.0,RENT,54000.0,Source Verified,home_improvement,FL,9.64,2015-05-01,2015,2015-05,Current,0
10923,5000,15.02,36.0,C,C3,10.0,OWN,24000.0,Not Verified,other,MI,37.15,2016-07-01,2016,2016-07,Current,0
10924,32000,12.98,60.0,B,B5,4.0,MORTGAGE,70000.0,Verified,debt_consolidation,FL,20.17,2014-10-01,2014,2014-10,Current,0
10925,20000,13.56,36.0,C,C1,10.0,MORTGAGE,98500.0,Source Verified,debt_consolidation,CA,9.06,2019-04-01,2019,2019-04,Current,0
10926,20000,6.46,36.0,A,A1,0.0,RENT,130000.0,Not Verified,major_purchase,NH,14.19,2014-04-01,2014,2014-04,Current,0
10927,10000,22.35,60.0,D,D5,10.0,RENT,40000.0,Not Verified,credit_card,IL,24.51,2017-03-01,2017,2017-03,Current,0
10928,9000,11.8,36.0,B,B4,10.0,MORTGAGE,85000.0,Source Verified,credit_card,WA,39.76,2019-11-01,2019,2019-11,Current,0
10929,15000,13.56,60.0,C,C1,4.0,MORTGAGE,75000.0,Source Verified,debt_consolidation,NC,11.79,2016-01-01,2016,2016-01,Current,0
10930,5000,22.35,36.0,D,D5,10.0,MORTGAGE,72000.0,Source Verified,debt_consolidation,FL,20.12,2017-03-01,2017,2017-03,Current,0
10931,8400,6.46,36.0,A,A1,10.0,MORTGAGE,130000.0,Not Verified,credit_card,WV,25.86,2014-06-01,2014,2014-06,Current,0
10932,6000,14.47,36.0,C,C2,0.0,OWN,300000.0,Not Verified,debt_consolidation,CT,17.43,2018-05-01,2018,2018-05,Current,0
10933,28000,11.31,60.0,B,B3,2.0,MORTGAGE,70000.0,Not Verified,credit_card,GA,22.01,2019-11-01,2019,2019-11,Current,0
10934,20000,15.02,60.0,C,C3,4.0,MORTGAGE,65000.0,Source Verified,debt_consolidation,NJ,30.47,2018-08-01,2018,2018-08,Current,0
10935,13000,14.47,60.0,C,C2,10.0,MORTGAGE,75000.0,Not Verified,debt_consolidation,OK,26.16,2014-11-01,2014,2014-11,Current,0
10936,40000,8.19,60.0,A,A4,10.0,MORTGAGE,99000.0,Source Verified,credit_card,OH,21.75,2016-02-01,2016,2016-02,Current,0
10937,15000,7.02,36.0,A,A2,0.0,MORTGAGE,60000.0,Not Verified,credit_card,AZ,10.18,2018-05-01,2018,2018-05,Current,0
10938,10000,19.92,60.0,D,D3,10.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,MO,20.67,2018-10-01,2018,2018-10,Current,0
10939,35000,24.37,36.0,E,E2,6.0,MORTGAGE,60000.0,Not Verified,debt_consolidation,TX,28.48,2016-06-01,2016,2016-06,Current,0
10940,32000,27.27,60.0,E,E5,5.0,RENT,51000.0,Verified,debt_consolidation,MN,11.76,2019-10-01,2019,2019-10,Current,0
10941,17000,27.27,60.0,E,E5,2.0,MORTGAGE,85000.0,Source Verified,credit_card,GA,12.52,2015-03-01,2015,2015-03,Current,0
10942,3000,11.8,36.0,B,B4,,MORTGAGE,17670.0,Verified,debt_consolidation,MO,15.49,2018-06-01,2018,2018-06,Current,0
10943,10800,10.72,60.0,B,B2,9.0,MORTGAGE,59999.0,Verified,credit_card,TX,27.77,2016-12-01,2016,2016-12,Current,0
10944,36000,17.97,60.0,D,D1,9.0,RENT,160000.0,Source Verified,debt_consolidation,MA,33.17,2018-04-01,2018,2018-04,Current,0
10945,10000,18.94,36.0,D,D2,7.0,MORTGAGE,37115.0,Not Verified,other,NV,33.57,2017-07-01,2017,2017-07,Current,0
10946,4800,10.33,36.0,B,B1,5.0,OWN,80000.0,Not Verified,debt_consolidation,NC,17.37,2016-08-01,2016,2016-08,Current,0
10947,10000,15.02,36.0,C,C3,2.0,RENT,40000.0,Verified,debt_consolidation,CA,14.7,2018-11-01,2018,2018-11,Current,0
10948,30000,17.97,60.0,D,D1,4.0,RENT,135000.0,Source Verified,other,NY,5.87,2019-01-01,2019,2019-01,Current,0
10949,11000,8.81,36.0,A,A5,3.0,RENT,75000.0,Not Verified,debt_consolidation,NY,11.97,2018-11-01,2018,2018-11,Current,0
10950,30000,11.31,36.0,B,B3,1.0,RENT,100000.0,Not Verified,major_purchase,OH,7.57,2014-07-01,2014,2014-07,Current,0
10951,15000,8.19,36.0,A,A4,0.0,OWN,175000.0,Source Verified,debt_consolidation,CA,16.08,2016-07-01,2016,2016-07,Current,0
10952,10000,22.35,60.0,D,D5,6.0,RENT,51000.0,Not Verified,debt_consolidation,VA,29.76,2018-06-01,2018,2018-06,Current,0
10953,26000,18.94,60.0,D,D2,10.0,MORTGAGE,40000.0,Source Verified,debt_consolidation,MI,20.61,2019-03-01,2019,2019-03,Current,0
10954,16000,10.33,36.0,B,B1,3.0,RENT,71000.0,Verified,debt_consolidation,PA,16.58,2016-03-01,2016,2016-03,Current,0
10955,25000,27.27,36.0,E,E5,10.0,MORTGAGE,704000.0,Verified,house,NJ,14.3,2018-06-01,2018,2018-06,Current,0
10956,30000,12.98,60.0,B,B5,2.0,MORTGAGE,113000.0,Not Verified,debt_consolidation,MI,16.26,2017-05-01,2017,2017-05,Current,0
10957,5500,8.19,36.0,A,A4,10.0,RENT,71103.0,Source Verified,credit_card,AZ,32.57,2015-04-01,2015,2015-04,Current,0
10958,24000,16.91,36.0,C,C5,9.0,MORTGAGE,125000.0,Verified,credit_card,NM,46.52,2019-05-01,2019,2019-05,Current,0
10959,8000,11.31,36.0,B,B3,4.0,MORTGAGE,60000.0,Not Verified,credit_card,SC,13.8,2016-09-01,2016,2016-09,Current,0
10960,21600,10.72,60.0,B,B2,10.0,MORTGAGE,106000.0,Not Verified,debt_consolidation,WI,14.2,2017-08-01,2017,2017-08,Current,0
10961,10000,16.14,36.0,C,C4,0.0,MORTGAGE,90000.0,Not Verified,debt_consolidation,CA,7.85,2015-09-01,2015,2015-09,Current,0
10962,5000,8.81,36.0,A,A5,3.0,MORTGAGE,47000.0,Not Verified,debt_consolidation,CA,21.17,2014-02-01,2014,2014-02,Current,0
10963,24000,13.56,60.0,C,C1,5.0,MORTGAGE,60000.0,Verified,debt_consolidation,OH,17.26,2016-09-01,2016,2016-09,Current,0
10964,35000,19.92,60.0,D,D3,10.0,MORTGAGE,68000.0,Verified,debt_consolidation,GA,50.67,2018-05-01,2018,2018-05,Current,0
10965,15000,6.46,36.0,A,A1,10.0,OWN,129996.0,Source Verified,debt_consolidation,CA,13.3,2015-12-01,2015,2015-12,Current,0
10966,30000,7.56,36.0,A,A3,7.0,MORTGAGE,155000.0,Not Verified,credit_card,IL,4.33,2019-07-01,2019,2019-07,Current,0
10967,8000,8.19,36.0,A,A4,9.0,RENT,63000.0,Not Verified,debt_consolidation,FL,8.53,2018-07-01,2018,2018-07,Current,0
10968,15000,14.47,60.0,C,C2,10.0,MORTGAGE,120000.0,Source Verified,debt_consolidation,SC,13.58,2017-11-01,2017,2017-11,Current,0
10969,1000,18.94,36.0,D,D2,3.0,MORTGAGE,57000.0,Source Verified,debt_consolidation,MD,15.49,2018-11-01,2018,2018-11,Current,0
10970,10000,13.56,36.0,C,C1,4.0,MORTGAGE,125000.0,Not Verified,home_improvement,NY,19.75,2019-03-01,2019,2019-03,Current,0
10971,28000,11.31,36.0,B,B3,5.0,RENT,82000.0,Verified,credit_card,CA,14.4,2018-04-01,2018,2018-04,Current,0
10972,16800,11.8,36.0,B,B4,8.0,MORTGAGE,47800.0,Not Verified,credit_card,NE,29.95,2018-12-01,2018,2018-12,Current,0
10973,9600,8.19,36.0,A,A4,0.0,MORTGAGE,35000.0,Source Verified,debt_consolidation,SC,19.03,2018-04-01,2018,2018-04,Current,0
10974,10000,18.94,36.0,D,D2,10.0,RENT,52000.0,Source Verified,credit_card,CA,28.34,2019-03-01,2019,2019-03,Current,0
10975,20000,10.72,60.0,B,B2,1.0,MORTGAGE,120000.0,Source Verified,credit_card,MD,28.8,2014-08-01,2014,2014-08,Current,0
10976,29625,15.02,60.0,C,C3,0.0,OWN,48000.0,Not Verified,debt_consolidation,TX,16.38,2016-01-01,2016,2016-01,Current,0
10977,5400,14.47,36.0,C,C2,2.0,MORTGAGE,25000.0,Source Verified,credit_card,OK,9.46,2019-04-01,2019,2019-04,Current,0
10978,6000,12.98,36.0,B,B5,1.0,RENT,29159.0,Source Verified,debt_consolidation,CO,9.26,2016-11-01,2016,2016-11,Current,0
10979,35000,18.94,60.0,D,D2,10.0,RENT,90000.0,Verified,other,NJ,20.06,2014-02-01,2014,2014-02,Current,0
10980,8000,12.98,36.0,B,B5,4.0,MORTGAGE,95000.0,Source Verified,credit_card,MI,9.44,2019-02-01,2019,2019-02,Current,0
10981,40000,8.19,60.0,A,A4,1.0,MORTGAGE,384000.0,Source Verified,debt_consolidation,IL,7.99,2017-12-01,2017,2017-12,Current,0
10982,2000,17.97,36.0,D,D1,4.0,RENT,51000.0,Source Verified,debt_consolidation,IL,2.4,2019-06-01,2019,2019-06,Current,0
10983,8400,6.46,36.0,A,A1,10.0,MORTGAGE,130000.0,Not Verified,credit_card,WV,25.86,2014-02-01,2014,2014-02,Current,0
10984,10000,6.46,36.0,A,A1,7.0,MORTGAGE,50000.0,Not Verified,debt_consolidation,ID,24.75,2014-11-01,2014,2014-11,Current,0
10985,4000,7.02,36.0,A,A2,10.0,OWN,60000.0,Not Verified,other,MI,17.18,2017-01-01,2017,2017-01,Current,0
10986,16000,13.56,60.0,C,C1,10.0,MORTGAGE,100000.0,Not Verified,other,NY,23.74,2015-02-01,2015,2015-02,Current,0
10987,15000,8.19,36.0,A,A4,,RENT,60000.0,Source Verified,credit_card,CA,8.68,2017-02-01,2017,2017-02,Current,0
10988,15000,13.56,60.0,C,C1,0.0,OWN,126000.0,Source Verified,credit_card,FL,15.64,2016-01-01,2016,2016-01,Current,0
10989,24000,10.72,60.0,B,B2,10.0,MORTGAGE,76500.0,Not Verified,credit_card,PA,18.51,2015-04-01,2015,2015-04,Current,0
10990,12500,12.98,60.0,B,B5,10.0,MORTGAGE,80000.0,Not Verified,major_purchase,KY,24.47,2018-08-01,2018,2018-08,Current,0
10991,40000,8.19,60.0,A,A4,10.0,MORTGAGE,99000.0,Source Verified,credit_card,OH,21.75,2014-03-01,2014,2014-03,Current,0
10992,35000,19.92,60.0,D,D3,10.0,MORTGAGE,68000.0,Verified,debt_consolidation,GA,50.67,2019-03-01,2019,2019-03,Current,0
10993,40000,11.8,60.0,B,B4,10.0,MORTGAGE,86200.0,Source Verified,debt_consolidation,TX,15.72,2014-12-01,2014,2014-12,Current,0
10994,10000,18.94,36.0,D,D2,7.0,MORTGAGE,37115.0,Not Verified,other,NV,33.57,2017-06-01,2017,2017-06,Current,0
10995,20000,11.31,36.0,B,B3,0.0,RENT,100000.0,Not Verified,debt_consolidation,NC,16.7,2019-12-01,2019,2019-12,Current,0
10996,12000,8.19,36.0,A,A4,4.0,MORTGAGE,60000.0,Source Verified,debt_consolidation,TX,11.86,2014-09-01,2014,2014-09,Current,0
10997,30000,14.47,60.0,C,C2,0.0,MORTGAGE,120000.0,Not Verified,debt_consolidation,CA,16.96,2019-07-01,2019,2019-07,Current,0
10998,23000,15.02,60.0,C,C3,10.0,RENT,78000.0,Not Verified,debt_consolidation,CA,16.54,2015-10-01,2015,2015-10,Current,0
10999,11000,16.14,60.0,C,C4,10.0,RENT,54000.0,Not Verified,debt_consolidation,NY,19.82,2018-06-01,2018,2018-06,Current,0
11000,5800,8.81,36.0,A,A5,5.0,OWN,68000.0,Source Verified,debt_consolidation,NC,24.49,2019-02-01,2019,2019-02,Current,0
11001,31000,16.91,60.0,C,C5,1.0,RENT,52000.0,Verified,debt_consolidation,AZ,30.39,2015-05-01,2015,2015-05,Current,0
11002,15000,15.02,36.0,C,C3,,MORTGAGE,42000.0,Verified,home_improvement,VA,12.17,2016-02-01,2016,2016-02,Current,0
11003,4800,10.72,36.0,B,B2,10.0,RENT,80000.0,Not Verified,credit_card,TX,26.55,2019-02-01,2019,2019-02,Current,0
11004,6000,7.02,36.0,A,A2,10.0,MORTGAGE,20000.0,Verified,home_improvement,CA,57.14,2014-08-01,2014,2014-08,Current,0
11005,3000,8.19,36.0,A,A4,10.0,MORTGAGE,100000.0,Not Verified,home_improvement,CA,29.27,2014-08-01,2014,2014-08,Current,0
11006,12000,7.02,36.0,A,A2,10.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,HI,5.7,2015-10-01,2015,2015-10,Current,0
11007,11000,10.72,36.0,B,B2,1.0,MORTGAGE,130000.0,Not Verified,credit_card,TX,7.54,2017-08-01,2017,2017-08,Current,0
11008,10450,18.94,36.0,D,D2,10.0,MORTGAGE,70000.0,Source Verified,debt_consolidation,TN,27.38,2018-11-01,2018,2018-11,Current,0
11009,22000,7.56,36.0,A,A3,10.0,MORTGAGE,70000.0,Not Verified,credit_card,GA,23.61,2017-05-01,2017,2017-05,Current,0
11010,4000,11.8,36.0,B,B4,,RENT,20000.0,Not Verified,debt_consolidation,PA,12.24,2016-12-01,2016,2016-12,Current,0
11011,6000,8.19,36.0,A,A4,10.0,MORTGAGE,74000.0,Not Verified,debt_consolidation,TN,20.11,2019-03-01,2019,2019-03,Current,0
11012,10500,7.56,36.0,A,A3,9.0,MORTGAGE,86000.0,Not Verified,credit_card,VA,10.77,2015-01-01,2015,2015-01,Current,0
11013,6000,8.19,36.0,A,A4,10.0,MORTGAGE,74000.0,Not Verified,debt_consolidation,TN,20.11,2019-05-01,2019,2019-05,Current,0
11014,11700,10.33,60.0,B,B1,10.0,MORTGAGE,48000.0,Source Verified,debt_consolidation,WI,18.45,2015-11-01,2015,2015-11,Current,0
11015,3000,8.19,36.0,A,A4,10.0,RENT,56000.0,Not Verified,credit_card,IL,8.55,2015-08-01,2015,2015-08,Current,0
11016,15000,6.46,36.0,A,A1,10.0,OWN,129996.0,Source Verified,debt_consolidation,CA,13.3,2019-09-01,2019,2019-09,Current,0
11017,5000,7.56,36.0,A,A3,2.0,MORTGAGE,225000.0,Not Verified,small_business,CT,11.14,2017-11-01,2017,2017-11,Current,0
11018,5000,15.02,36.0,C,C3,10.0,OWN,24000.0,Not Verified,other,MI,37.15,2016-08-01,2016,2016-08,Current,0
11019,10000,6.46,36.0,A,A1,10.0,MORTGAGE,105000.0,Source Verified,credit_card,PA,15.58,2015-12-01,2015,2015-12,Current,0
11020,1000,23.4,36.0,E,E1,3.0,RENT,60000.0,Source Verified,debt_consolidation,OH,20.78,2016-08-01,2016,2016-08,Fully Paid,0
11021,5400,14.47,36.0,C,C2,2.0,MORTGAGE,25000.0,Source Verified,credit_card,OK,9.46,2018-09-01,2018,2018-09,Current,0
11022,4800,16.91,36.0,C,C5,9.0,RENT,38500.0,Source Verified,credit_card,CO,28.55,2014-12-01,2014,2014-12,Current,0
11023,10300,23.4,36.0,E,E1,3.0,RENT,57000.0,Source Verified,debt_consolidation,CA,15.85,2015-01-01,2015,2015-01,Current,0
11024,20000,11.8,60.0,B,B4,10.0,MORTGAGE,57200.0,Not Verified,credit_card,SC,32.38,2015-10-01,2015,2015-10,Current,0
11025,3000,15.02,36.0,C,C3,4.0,MORTGAGE,60000.0,Source Verified,home_improvement,NY,21.36,2016-11-01,2016,2016-11,Current,0
11026,10000,14.47,36.0,C,C2,7.0,RENT,90000.0,Source Verified,credit_card,OH,16.07,2018-11-01,2018,2018-11,Current,0
11027,6500,11.8,36.0,B,B4,10.0,MORTGAGE,100000.0,Source Verified,car,OH,7.19,2015-04-01,2015,2015-04,Current,0
11028,8000,6.46,36.0,A,A1,5.0,MORTGAGE,52000.0,Source Verified,debt_consolidation,NV,5.58,2018-09-01,2018,2018-09,Current,0
11029,35000,10.33,60.0,B,B1,10.0,MORTGAGE,52000.0,Source Verified,house,GA,10.15,2019-06-01,2019,2019-06,Current,0
11030,14000,16.14,36.0,C,C4,,MORTGAGE,77479.0,Not Verified,other,GA,23.65,2016-08-01,2016,2016-08,Current,0
11031,20000,13.56,36.0,C,C1,10.0,MORTGAGE,98500.0,Source Verified,debt_consolidation,CA,9.06,2019-10-01,2019,2019-10,Current,0
11032,10000,14.47,36.0,C,C2,0.0,OWN,60000.0,Not Verified,other,CA,20.88,2019-05-01,2019,2019-05,Current,0
11033,16000,6.46,36.0,A,A1,,OWN,48000.0,Source Verified,credit_card,TX,14.6,2018-10-01,2018,2018-10,Current,0
11034,23000,6.46,36.0,A,A1,10.0,MORTGAGE,103000.0,Source Verified,debt_consolidation,MO,11.67,2016-04-01,2016,2016-04,Current,0
11035,10000,14.47,60.0,C,C2,4.0,OWN,54000.0,Source Verified,debt_consolidation,GA,25.09,2015-10-01,2015,2015-10,Current,0
11036,20000,6.46,36.0,A,A1,0.0,RENT,130000.0,Not Verified,major_purchase,NH,14.19,2019-03-01,2019,2019-03,Current,0
11037,10000,11.8,36.0,B,B4,6.0,MORTGAGE,105000.0,Not Verified,debt_consolidation,TX,11.67,2016-08-01,2016,2016-08,Current,0
11038,30000,16.14,36.0,C,C4,10.0,MORTGAGE,75000.0,Verified,debt_consolidation,OH,24.91,2014-03-01,2014,2014-03,Current,0
11039,6000,13.56,36.0,C,C1,2.0,OWN,40000.0,Not Verified,debt_consolidation,NY,19.68,2018-04-01,2018,2018-04,Current,0
11040,7000,11.31,36.0,B,B3,4.0,MORTGAGE,26000.0,Not Verified,debt_consolidation,TX,19.1,2016-02-01,2016,2016-02,Current,0
11041,12500,12.98,60.0,B,B5,10.0,MORTGAGE,80000.0,Not Verified,major_purchase,KY,24.47,2019-08-01,2019,2019-08,Current,0
11042,6000,12.98,36.0,B,B5,1.0,RENT,29159.0,Source Verified,debt_consolidation,CO,9.26,2019-02-01,2019,2019-02,Current,0
11043,5000,8.81,36.0,A,A5,10.0,MORTGAGE,58000.0,Not Verified,debt_consolidation,FL,11.86,2014-08-01,2014,2014-08,Current,0
11044,25000,10.33,60.0,B,B1,4.0,RENT,82000.0,Not Verified,credit_card,CA,25.85,2019-05-01,2019,2019-05,Current,0
11045,6000,15.02,36.0,C,C3,2.0,RENT,32484.0,Not Verified,credit_card,CA,31.03,2019-09-01,2019,2019-09,Current,0
11046,11000,10.33,36.0,B,B1,,MORTGAGE,40000.0,Not Verified,credit_card,MD,28.89,2018-07-01,2018,2018-07,Current,0
11047,20000,10.72,60.0,B,B2,10.0,MORTGAGE,60000.0,Not Verified,credit_card,FL,25.54,2015-08-01,2015,2015-08,Current,0
11048,2500,15.02,36.0,C,C3,,OWN,29000.0,Source Verified,debt_consolidation,LA,17.88,2018-01-01,2018,2018-01,Current,0
11049,13000,7.02,36.0,A,A2,8.0,OWN,35000.0,Source Verified,debt_consolidation,NV,36.08,2019-03-01,2019,2019-03,Current,0
11050,20000,8.19,60.0,A,A4,10.0,RENT,90000.0,Not Verified,debt_consolidation,CA,11.24,2018-11-01,2018,2018-11,Current,0
11051,30800,11.31,36.0,B,B3,10.0,MORTGAGE,105000.0,Source Verified,credit_card,IL,25.65,2016-08-01,2016,2016-08,Current,0
11052,24900,20.89,36.0,D,D4,2.0,OWN,27140.0,Verified,debt_consolidation,FL,30.65,2018-03-01,2018,2018-03,Current,0
11053,10500,14.47,36.0,C,C2,10.0,RENT,51500.0,Not Verified,debt_consolidation,CT,2.68,2016-04-01,2016,2016-04,Current,0
11054,15000,6.46,36.0,A,A1,8.0,MORTGAGE,148000.0,Verified,credit_card,UT,14.92,2015-07-01,2015,2015-07,Current,0
11055,40000,8.19,36.0,A,A4,0.0,MORTGAGE,65000.0,Source Verified,debt_consolidation,OH,23.52,2018-01-01,2018,2018-01,Current,0
11056,16800,11.8,60.0,B,B4,7.0,MORTGAGE,56000.0,Not Verified,debt_consolidation,NJ,11.36,2016-10-01,2016,2016-10,Current,0
11057,10000,8.19,36.0,A,A4,,MORTGAGE,58000.0,Not Verified,credit_card,AZ,27.81,2015-05-01,2015,2015-05,Current,0
11058,24000,12.98,60.0,B,B5,6.0,MORTGAGE,95000.0,Verified,debt_consolidation,NY,33.92,2017-12-01,2017,2017-12,Current,0
11059,15400,18.94,60.0,D,D2,1.0,RENT,56810.0,Not Verified,debt_consolidation,WA,23.95,2015-12-01,2015,2015-12,Current,0
11060,15000,14.47,60.0,C,C2,,MORTGAGE,30000.0,Source Verified,debt_consolidation,TX,41.6,2017-07-01,2017,2017-07,Current,0
11061,10000,11.31,36.0,B,B3,2.0,OWN,35000.0,Not Verified,debt_consolidation,WA,15.6,2016-03-01,2016,2016-03,Current,0
11062,6000,13.56,36.0,C,C1,10.0,RENT,65000.0,Source Verified,credit_card,IN,30.1,2019-04-01,2019,2019-04,Current,0
11063,40000,15.02,60.0,C,C3,,MORTGAGE,70000.0,Verified,debt_consolidation,MD,28.7,2019-02-01,2019,2019-02,Current,0
11064,5000,24.37,36.0,E,E2,4.0,RENT,45000.0,Source Verified,debt_consolidation,CA,18.05,2016-11-01,2016,2016-11,Current,0
11065,31450,7.56,36.0,A,A3,7.0,MORTGAGE,130000.0,Verified,debt_consolidation,NV,9.29,2018-04-01,2018,2018-04,Current,0
11066,7500,11.8,36.0,B,B4,,MORTGAGE,32700.0,Not Verified,debt_consolidation,AR,28.26,2015-01-01,2015,2015-01,Current,0
11067,5000,26.31,36.0,E,E4,2.0,RENT,72000.0,Not Verified,moving,NY,17.52,2019-12-01,2019,2019-12,Current,0
