loan_amnt,int_rate,term_months,grade,purpose,addr_state,issue_year,is_default,dti_bucket
10400,12.98,36.0,B,debt_consolidation,PA,2016,0,20-30
8000,13.56,36.0,C,debt_consolidation,WA,2018,0,10-20
15000,8.19,60.0,A,debt_consolidation,GA,2016,0,10-20
5000,11.31,36.0,B,credit_card,TN,2014,0,0-10
5000,10.33,36.0,B,credit_card,PA,2017,0,0-10
30000,17.97,60.0,D,home_improvement,GA,2018,0,20-30
10000,7.56,36.0,A,debt_consolidation,KY,2016,0,0-10
10000,14.47,36.0,C,other,CA,2015,0,20-30
35000,18.94,36.0,D,debt_consolidation,CA,2014,0,20-30
9000,6.46,36.0,A,debt_consolidation,CT,2015,0,30-40
35000,15.02,60.0,C,debt_consolidation,MO,2018,0,0-10
6500,10.33,36.0,B,debt_consolidation,GA,2015,0,10-20
25000,14.47,60.0,C,debt_consolidation,NV,2019,0,10-20
3000,8.81,36.0,A,debt_consolidation,WA,2015,0,0-10
25000,20.89,60.0,D,debt_consolidation,NC,2016,0,20-30
8000,10.72,36.0,B,credit_card,IL,2018,0,10-20
20000,11.8,36.0,B,credit_card,NY,2017,0,10-20
15000,16.14,36.0,C,major_purchase,NM,2014,0,0-10
30800,11.31,36.0,B,credit_card,IL,2014,0,20-30
11200,8.19,36.0,A,credit_card,UT,2015,0,20-30
10000,16.14,36.0,C,debt_consolidation,GA,2019,0,20-30
15000,6.46,36.0,A,credit_card,UT,2014,0,10-20
12000,7.02,36.0,A,home_improvement,KS,2014,0,30-40
7025,20.89,36.0,D,small_business,CA,2018,0,20-30
25000,16.14,60.0,C,debt_consolidation,LA,2017,0,30-40
20000,10.33,36.0,B,debt_consolidation,CA,2019,0,10-20
25000,14.47,60.0,C,credit_card,VA,2015,0,30-40
38000,16.91,60.0,C,credit_card,IL,2017,0,0-10
7075,23.4,36.0,E,debt_consolidation,MO,2014,0,30-40
6000,7.56,36.0,A,credit_card,FL,2017,0,10-20
5000,8.19,36.0,A,credit_card,AZ,2014,0,20-30
14400,16.14,36.0,C,debt_consolidation,IL,2019,0,20-30
6000,16.14,36.0,C,other,MD,2016,0,0-10
4500,27.27,36.0,E,debt_consolidation,NY,2015,0,0-10
4800,13.56,36.0,C,debt_consolidation,NY,2019,0,20-30
23000,6.46,36.0,A,debt_consolidation,MO,2014,0,10-20
20000,10.33,36.0,B,debt_consolidation,CA,2018,0,20-30
35000,19.92,60.0,D,debt_consolidation,GA,2017,0,50+
31450,7.56,36.0,A,debt_consolidation,NV,2018,0,0-10
3125,6.46,36.0,A,credit_card,OH,2015,0,10-20
10000,14.47,36.0,C,credit_card,RI,2019,0,20-30
5000,19.92,36.0,D,debt_consolidation,GA,2016,0,20-30
12000,12.98,36.0,B,credit_card,AL,2016,0,20-30
13000,23.4,36.0,E,other,PA,2016,0,30-40
10250,10.72,36.0,B,debt_consolidation,CA,2015,0,0-10
15000,10.72,36.0,B,debt_consolidation,NH,2015,0,10-20
8000,18.94,36.0,D,home_improvement,TX,2014,0,30-40
3000,8.81,36.0,A,home_improvement,SC,2016,0,20-30
14000,26.31,60.0,E,debt_consolidation,CA,2016,0,0-10
15000,8.81,36.0,A,credit_card,IN,2016,0,0-10
6500,10.33,36.0,B,debt_consolidation,IN,2019,0,20-30
4800,15.02,36.0,C,home_improvement,FL,2014,0,20-30
12000,13.56,60.0,C,home_improvement,NC,2019,0,0-10
40000,10.72,60.0,B,other,TX,2019,0,10-20
10450,11.31,36.0,B,debt_consolidation,NY,2014,0,10-20
2000,16.91,36.0,C,credit_card,FL,2018,0,30-40
12000,8.19,36.0,A,credit_card,MN,2015,0,20-30
4800,10.72,36.0,B,credit_card,TX,2014,0,20-30
14000,26.31,60.0,E,debt_consolidation,CA,2019,0,0-10
21000,15.02,60.0,C,debt_consolidation,NH,2014,0,20-30
11200,10.72,60.0,B,debt_consolidation,CT,2015,0,20-30
7000,6.46,36.0,A,debt_consolidation,FL,2014,0,10-20
15600,11.8,60.0,B,home_improvement,CO,2014,0,10-20
15000,13.56,60.0,C,credit_card,GA,2014,0,0-10
12000,14.47,60.0,C,credit_card,VA,2019,0,20-30
8000,12.98,36.0,B,credit_card,MI,2014,0,0-10
37000,6.46,36.0,A,debt_consolidation,OR,2018,0,0-10
27200,19.92,60.0,D,debt_consolidation,GA,2014,0,20-30
13000,12.98,60.0,B,debt_consolidation,NY,2019,0,20-30
10000,20.89,36.0,D,debt_consolidation,PA,2019,0,0-10
11000,6.46,36.0,A,credit_card,MN,2017,0,20-30
5500,6.46,36.0,A,credit_card,CT,2018,0,0-10
10000,10.33,36.0,B,debt_consolidation,OR,2015,0,0-10
10000,11.31,36.0,B,credit_card,PA,2018,0,10-20
9000,10.72,36.0,B,debt_consolidation,IN,2015,0,0-10
9600,6.46,36.0,A,debt_consolidation,FL,2017,0,10-20
30000,7.02,36.0,A,major_purchase,MO,2019,0,10-20
25000,10.33,60.0,B,debt_consolidation,NV,2018,0,20-30
10000,16.14,60.0,C,other,CA,2015,0,0-10
16000,17.97,60.0,D,debt_consolidation,NC,2018,0,20-30
20000,6.46,36.0,A,debt_consolidation,FL,2019,0,20-30
18000,10.72,60.0,B,debt_consolidation,CA,2019,0,40-50
8000,11.8,36.0,B,debt_consolidation,TX,2018,0,10-20
6000,6.46,36.0,A,credit_card,TX,2018,0,10-20
3500,20.89,36.0,D,car,NJ,2018,0,0-10
3600,14.47,36.0,C,debt_consolidation,WA,2018,0,10-20
7075,23.4,36.0,E,debt_consolidation,MO,2014,0,30-40
21000,12.98,60.0,B,debt_consolidation,CA,2018,0,10-20
36000,11.8,60.0,B,credit_card,GA,2015,0,30-40
30000,18.94,60.0,D,debt_consolidation,FL,2017,0,10-20
5000,8.81,36.0,A,debt_consolidation,MO,2016,0,0-10
4000,7.02,36.0,A,home_improvement,NY,2015,0,10-20
11200,12.98,60.0,B,credit_card,PA,2015,0,20-30
4000,7.02,36.0,A,home_improvement,MD,2014,0,10-20
5000,8.81,36.0,A,debt_consolidation,MO,2016,0,0-10
5000,11.8,36.0,B,credit_card,HI,2016,0,10-20
7500,11.31,36.0,B,debt_consolidation,IL,2016,0,30-40
40000,10.72,36.0,B,debt_consolidation,NJ,2014,0,20-30
4800,8.19,36.0,A,debt_consolidation,WI,2017,0,10-20
40000,8.19,60.0,A,credit_card,OH,2015,0,20-30
30000,27.27,60.0,E,debt_consolidation,AZ,2019,0,20-30
25000,11.8,60.0,B,debt_consolidation,NY,2014,0,20-30
6025,14.47,36.0,C,credit_card,MA,2014,0,0-10
13000,13.56,36.0,C,car,MD,2015,0,30-40
5000,8.81,36.0,A,credit_card,WI,2016,0,10-20
30000,15.02,36.0,C,debt_consolidation,CA,2019,0,10-20
23000,19.92,60.0,D,debt_consolidation,NY,2017,0,30-40
8400,16.14,36.0,C,credit_card,MD,2016,0,20-30
25000,27.27,36.0,E,debt_consolidation,GA,2019,0,10-20
1000,23.4,36.0,E,vacation,CA,2015,0,10-20
12000,6.46,36.0,A,credit_card,TX,2019,0,10-20
3500,14.47,36.0,C,credit_card,AZ,2016,0,10-20
30000,7.02,36.0,A,major_purchase,MO,2015,0,10-20
35000,8.19,36.0,A,home_improvement,MS,2015,0,20-30
4000,18.94,36.0,D,credit_card,NJ,2014,0,0-10
8000,23.4,36.0,E,other,CA,2018,0,20-30
5000,8.81,36.0,A,debt_consolidation,FL,2017,0,10-20
6600,11.31,36.0,B,debt_consolidation,NJ,2017,0,10-20
5000,17.97,36.0,D,debt_consolidation,MI,2017,0,10-20
12000,7.56,36.0,A,debt_consolidation,AZ,2014,0,10-20
30000,11.8,60.0,B,debt_consolidation,MD,2019,0,40-50
12000,26.31,36.0,E,credit_card,IL,2017,0,30-40
15000,10.72,36.0,B,credit_card,RI,2018,0,10-20
16850,11.8,36.0,B,debt_consolidation,TX,2014,0,30-40
11200,8.19,36.0,A,credit_card,UT,2018,0,20-30
10000,16.14,36.0,C,debt_consolidation,IL,2018,0,10-20
12500,11.8,60.0,B,debt_consolidation,NY,2016,0,20-30
8000,8.81,36.0,A,debt_consolidation,AZ,2019,0,10-20
10000,12.98,36.0,B,credit_card,PA,2017,0,10-20
40000,10.72,60.0,B,small_business,MO,2019,0,10-20
30000,16.91,60.0,C,debt_consolidation,AZ,2018,0,20-30
5500,22.35,36.0,D,credit_card,LA,2015,0,10-20
10000,6.46,36.0,A,debt_consolidation,OH,2019,0,10-20
32000,8.19,60.0,A,small_business,OK,2018,0,10-20
16000,7.02,36.0,A,credit_card,PA,2015,0,20-30
19200,10.33,60.0,B,credit_card,CO,2018,0,0-10
5000,10.72,36.0,B,renewable_energy,OH,2016,0,30-40
4000,17.97,36.0,D,other,PA,2019,0,20-30
3300,23.4,36.0,E,vacation,GA,2015,0,10-20
16000,8.81,36.0,A,credit_card,FL,2015,0,10-20
8000,10.33,36.0,B,credit_card,PA,2016,0,10-20
14400,16.91,36.0,C,debt_consolidation,MA,2016,0,30-40
10000,14.47,36.0,C,credit_card,RI,2017,0,20-30
5000,11.8,36.0,B,credit_card,WA,2015,0,0-10
30000,11.31,36.0,B,credit_card,MD,2018,0,40-50
10000,7.56,36.0,A,credit_card,NY,2014,0,0-10
2500,23.4,36.0,E,debt_consolidation,PA,2015,0,40-50
5400,14.47,36.0,C,credit_card,OK,2017,0,0-10
12000,13.56,60.0,C,home_improvement,NC,2015,0,0-10
35000,8.19,60.0,A,credit_card,CA,2016,0,10-20
18000,16.14,36.0,C,debt_consolidation,CA,2017,0,20-30
25000,6.46,36.0,A,credit_card,NC,2015,0,10-20
22000,7.56,36.0,A,credit_card,GA,2019,0,20-30
3125,6.46,36.0,A,credit_card,OH,2019,0,10-20
22400,11.8,60.0,B,debt_consolidation,CA,2019,0,0-10
10500,7.56,36.0,A,credit_card,VA,2016,0,10-20
3000,17.97,36.0,D,other,TX,2016,0,0-10
10000,8.81,36.0,A,debt_consolidation,IN,2019,0,10-20
11000,10.33,36.0,B,credit_card,MD,2018,0,20-30
8000,10.33,36.0,B,credit_card,PA,2018,0,10-20
12000,8.81,36.0,A,debt_consolidation,TX,2015,0,10-20
37000,6.46,36.0,A,debt_consolidation,OR,2019,0,0-10
27975,14.47,36.0,C,credit_card,NY,2017,0,10-20
12000,20.89,36.0,D,debt_consolidation,NC,2018,0,10-20
10000,15.02,36.0,C,other,NJ,2018,0,10-20
8000,23.4,36.0,E,debt_consolidation,AL,2014,0,30-40
25000,14.47,60.0,C,credit_card,NY,2014,0,20-30
40000,11.8,36.0,B,credit_card,CA,2014,0,10-20
5000,8.81,36.0,A,credit_card,WI,2017,0,10-20
7500,10.72,36.0,B,credit_card,PA,2019,0,0-10
5000,24.37,36.0,E,debt_consolidation,CA,2014,0,10-20
26500,11.31,60.0,B,credit_card,OK,2014,0,10-20
3000,8.19,36.0,A,major_purchase,FL,2016,0,10-20
10000,11.31,36.0,B,debt_consolidation,WA,2016,0,10-20
12000,22.35,60.0,D,credit_card,IL,2014,0,10-20
23000,8.19,60.0,A,credit_card,CA,2017,0,10-20
10000,11.8,36.0,B,debt_consolidation,GA,2019,0,0-10
35000,8.19,36.0,A,home_improvement,MS,2015,0,20-30
5000,24.37,36.0,E,debt_consolidation,CA,2014,0,10-20
15500,10.72,36.0,B,credit_card,CA,2015,0,10-20
30000,11.8,60.0,B,debt_consolidation,MD,2015,0,40-50
15500,7.02,36.0,A,debt_consolidation,GA,2016,0,20-30
20000,16.14,60.0,C,debt_consolidation,WI,2014,0,40-50
6000,10.33,36.0,B,credit_card,CA,2016,0,30-40
40000,11.8,36.0,B,debt_consolidation,CA,2014,0,0-10
9500,8.81,36.0,A,credit_card,CA,2018,0,30-40
8000,11.8,36.0,B,credit_card,AL,2016,0,20-30
30000,10.72,36.0,B,debt_consolidation,TX,2014,0,50+
40000,11.31,36.0,B,debt_consolidation,NJ,2014,0,10-20
12000,6.46,36.0,A,credit_card,MI,2016,0,20-30
15000,7.56,36.0,A,house,ID,2017,0,0-10
22000,12.98,60.0,B,debt_consolidation,FL,2015,0,30-40
10000,10.72,36.0,B,other,OR,2015,0,10-20
35000,18.94,60.0,D,other,NJ,2017,0,20-30
3500,11.31,36.0,B,credit_card,MD,2016,0,0-10
15000,7.02,36.0,A,credit_card,CA,2014,0,0-10
2000,20.89,36.0,D,other,PA,2016,0,10-20
30000,22.35,36.0,D,debt_consolidation,CA,2015,0,30-40
10500,14.47,36.0,C,debt_consolidation,CT,2019,0,0-10
10000,6.46,36.0,A,debt_consolidation,OH,2018,0,10-20
20000,10.33,36.0,B,debt_consolidation,NY,2015,0,20-30
10000,11.31,36.0,B,other,CA,2015,0,50+
40000,13.56,60.0,C,debt_consolidation,TX,2014,0,20-30
8000,11.8,36.0,B,debt_consolidation,VA,2018,0,20-30
16000,7.56,36.0,A,home_improvement,VA,2019,0,10-20
20000,13.56,36.0,C,debt_consolidation,CT,2015,0,30-40
22950,12.98,36.0,B,debt_consolidation,OH,2017,0,20-30
36000,11.8,60.0,B,credit_card,GA,2015,0,30-40
35000,24.37,36.0,E,debt_consolidation,TX,2019,0,20-30
1200,17.97,36.0,D,vacation,IL,2015,0,20-30
38000,12.98,36.0,B,debt_consolidation,NH,2014,0,50+
7000,11.8,36.0,B,debt_consolidation,MO,2019,0,10-20
20000,13.56,36.0,C,debt_consolidation,CA,2019,0,0-10
30000,16.14,36.0,C,debt_consolidation,OH,2016,0,30-40
15000,7.02,36.0,A,debt_consolidation,PA,2019,0,0-10
22400,8.81,36.0,A,debt_consolidation,CT,2015,0,40-50
20000,13.56,36.0,C,debt_consolidation,CA,2015,0,0-10
40000,15.02,60.0,C,debt_consolidation,MD,2017,0,20-30
5000,6.46,36.0,A,credit_card,TX,2017,0,10-20
12600,27.27,36.0,E,debt_consolidation,GA,2016,0,10-20
19000,11.8,60.0,B,debt_consolidation,NV,2018,0,10-20
8400,6.46,36.0,A,credit_card,WV,2018,0,20-30
35000,22.35,60.0,D,debt_consolidation,VA,2014,0,20-30
30000,16.14,36.0,C,small_business,CA,2019,0,0-10
22650,10.72,36.0,B,home_improvement,FL,2014,0,10-20
1000,23.4,36.0,E,debt_consolidation,OH,2017,0,20-30
13000,22.35,60.0,D,debt_consolidation,VA,2016,0,10-20
18000,8.81,36.0,A,debt_consolidation,DC,2016,0,10-20
18000,11.8,60.0,B,debt_consolidation,CA,2014,0,10-20
18000,7.56,36.0,A,debt_consolidation,FL,2016,0,0-10
5000,11.8,36.0,B,credit_card,HI,2014,0,10-20
21000,15.02,60.0,C,debt_consolidation,OH,2019,0,0-10
30000,17.97,60.0,D,other,NY,2014,0,0-10
20000,11.31,36.0,B,debt_consolidation,CA,2016,0,10-20
23000,8.19,60.0,A,credit_card,CA,2015,0,10-20
6000,7.02,36.0,A,debt_consolidation,FL,2015,0,0-10
10000,7.56,36.0,A,credit_card,NV,2016,0,20-30
7000,6.46,36.0,A,debt_consolidation,FL,2019,0,10-20
22000,8.19,36.0,A,debt_consolidation,AL,2016,0,20-30
12000,13.56,60.0,C,home_improvement,NC,2019,0,0-10
16800,17.97,60.0,D,debt_consolidation,CA,2018,0,10-20
10000,8.19,60.0,A,credit_card,WV,2016,0,10-20
6000,8.19,36.0,A,debt_consolidation,NC,2019,0,20-30
4000,16.91,36.0,C,debt_consolidation,AR,2016,0,0-10
3000,13.56,36.0,C,debt_consolidation,NC,2017,0,0-10
25000,14.47,60.0,C,credit_card,NY,2018,0,20-30
5000,14.47,36.0,C,debt_consolidation,NY,2017,0,10-20
4000,23.4,36.0,E,debt_consolidation,NJ,2018,0,20-30
8250,17.97,36.0,D,debt_consolidation,AL,2014,0,20-30
25000,23.4,36.0,E,debt_consolidation,AZ,2016,0,10-20
35000,11.31,36.0,B,major_purchase,MI,2017,0,0-10
3600,14.47,36.0,C,debt_consolidation,WA,2015,0,10-20
16000,8.81,36.0,A,credit_card,RI,2019,0,10-20
16800,11.8,60.0,B,debt_consolidation,NJ,2015,0,10-20
20000,16.14,60.0,C,debt_consolidation,WI,2015,0,40-50
6000,13.56,36.0,C,credit_card,IN,2015,0,30-40
30500,11.8,36.0,B,credit_card,CA,2018,0,10-20
30000,15.02,36.0,C,debt_consolidation,CA,2014,0,10-20
20000,18.94,60.0,D,debt_consolidation,UT,2014,0,30-40
5100,7.02,36.0,A,credit_card,FL,2018,0,20-30
10000,14.47,36.0,C,credit_card,TX,2015,0,30-40
14000,26.31,60.0,E,debt_consolidation,CA,2014,0,0-10
7000,10.72,36.0,B,other,VA,2015,0,30-40
20000,12.98,36.0,B,debt_consolidation,IL,2016,0,20-30
8000,11.8,36.0,B,credit_card,FL,2014,0,30-40
18000,11.8,60.0,B,credit_card,TX,2019,0,10-20
3000,8.81,36.0,A,debt_consolidation,WA,2014,0,0-10
20000,11.31,36.0,B,debt_consolidation,CA,2016,0,10-20
12000,14.47,60.0,C,debt_consolidation,NY,2015,0,10-20
11500,8.19,36.0,A,credit_card,MN,2015,0,20-30
10000,13.56,36.0,C,credit_card,CA,2014,0,10-20
40000,15.02,60.0,C,debt_consolidation,FL,2019,0,10-20
10000,10.72,60.0,B,credit_card,VA,2019,0,10-20
5000,7.56,36.0,A,debt_consolidation,FL,2014,0,10-20
1000,23.4,36.0,E,credit_card,IL,2015,0,30-40
3600,14.47,36.0,C,debt_consolidation,WA,2019,0,10-20
22000,7.56,36.0,A,credit_card,GA,2016,0,20-30
7000,6.46,36.0,A,debt_consolidation,FL,2014,0,10-20
10000,20.89,36.0,D,credit_card,NY,2014,0,10-20
23000,8.19,60.0,A,credit_card,CA,2016,0,10-20
12000,6.46,36.0,A,credit_card,MI,2017,0,20-30
9500,11.8,36.0,B,credit_card,IL,2017,0,10-20
24000,16.14,60.0,C,debt_consolidation,MA,2014,0,30-40
2500,13.56,36.0,C,debt_consolidation,NY,2016,0,10-20
12000,13.56,60.0,C,debt_consolidation,PA,2015,0,10-20
3500,20.89,36.0,D,credit_card,AZ,2017,0,10-20
4000,16.91,36.0,C,home_improvement,FL,2015,0,0-10
35000,11.31,36.0,B,major_purchase,MI,2015,0,0-10
22000,14.47,36.0,C,credit_card,NY,2018,0,20-30
15000,16.91,60.0,C,credit_card,KS,2017,0,20-30
20000,15.02,60.0,C,debt_consolidation,TN,2016,0,10-20
3600,8.19,36.0,A,debt_consolidation,PA,2014,0,10-20
24000,27.27,60.0,E,debt_consolidation,OR,2014,0,20-30
12000,8.19,36.0,A,credit_card,MN,2018,0,20-30
12000,13.56,60.0,C,debt_consolidation,PA,2019,0,10-20
10000,13.56,36.0,C,credit_card,CA,2017,0,10-20
8000,14.47,36.0,C,credit_card,KY,2014,0,10-20
20000,11.8,36.0,B,credit_card,NY,2016,0,10-20
4000,18.94,36.0,D,debt_consolidation,OR,2015,0,10-20
13000,12.98,60.0,B,debt_consolidation,NY,2014,0,20-30
12000,8.19,36.0,A,debt_consolidation,TX,2014,0,10-20
9000,7.56,36.0,A,debt_consolidation,CA,2016,0,20-30
2000,16.91,36.0,C,debt_consolidation,PA,2016,0,20-30
2000,17.97,36.0,D,debt_consolidation,IL,2017,0,0-10
40000,8.19,36.0,A,major_purchase,AZ,2018,0,10-20
5000,18.94,36.0,D,medical,CO,2015,0,10-20
10000,8.19,36.0,A,credit_card,AZ,2015,0,20-30
24000,12.98,60.0,B,debt_consolidation,IN,2018,0,50+
5600,11.31,36.0,B,debt_consolidation,CT,2015,0,30-40
11000,10.33,60.0,B,debt_consolidation,OH,2014,0,10-20
36000,17.97,60.0,D,debt_consolidation,MA,2019,0,30-40
35000,11.8,60.0,B,credit_card,TN,2015,0,20-30
4500,19.92,36.0,D,home_improvement,MD,2014,0,0-10
16000,22.35,60.0,D,debt_consolidation,GA,2018,0,0-10
16000,10.33,60.0,B,debt_consolidation,CT,2017,0,10-20
30000,7.56,36.0,A,credit_card,IL,2014,0,0-10
11000,10.33,60.0,B,debt_consolidation,OH,2019,0,10-20
30000,8.81,36.0,A,debt_consolidation,TX,2015,0,10-20
30000,13.56,60.0,C,debt_consolidation,GA,2018,0,10-20
10500,7.56,36.0,A,credit_card,VA,2017,0,10-20
27500,16.14,60.0,C,small_business,TX,2018,0,0-10
40000,15.02,60.0,C,home_improvement,TX,2018,0,40-50
11000,10.33,60.0,B,debt_consolidation,OH,2018,0,10-20
4000,17.97,36.0,D,vacation,NY,2014,0,0-10
11025,10.33,60.0,B,credit_card,IL,2019,0,20-30
20000,8.19,36.0,A,debt_consolidation,PA,2014,0,30-40
19200,18.94,60.0,D,credit_card,CA,2015,0,20-30
4000,17.97,36.0,D,vacation,NY,2016,0,0-10
10000,15.02,36.0,C,debt_consolidation,CA,2015,0,10-20
11000,8.19,60.0,A,debt_consolidation,LA,2017,0,10-20
10450,11.31,36.0,B,debt_consolidation,NY,2014,0,10-20
40000,18.94,60.0,D,home_improvement,WI,2016,0,10-20
40000,8.19,36.0,A,debt_consolidation,OH,2016,0,20-30
5000,7.56,36.0,A,credit_card,MI,2017,0,10-20
10000,23.4,60.0,E,debt_consolidation,CA,2017,0,10-20
10000,13.56,60.0,C,credit_card,CA,2018,0,20-30
1300,7.56,36.0,A,credit_card,FL,2014,0,0-10
5000,8.81,36.0,A,debt_consolidation,MO,2019,0,0-10
5000,6.46,36.0,A,credit_card,TX,2016,0,10-20
40000,10.33,60.0,B,home_improvement,CA,2016,0,0-10
21000,15.02,60.0,C,debt_consolidation,NH,2017,0,20-30
5000,7.02,36.0,A,debt_consolidation,TX,2014,0,10-20
27000,15.02,60.0,C,debt_consolidation,MO,2018,0,20-30
1000,10.33,36.0,B,medical,VA,2015,0,30-40
40000,11.8,60.0,B,other,AZ,2019,0,0-10
12000,13.56,60.0,C,home_improvement,NC,2014,0,0-10
11000,8.81,36.0,A,debt_consolidation,WI,2019,0,10-20
10000,10.72,60.0,B,credit_card,VA,2016,0,10-20
28000,11.31,36.0,B,credit_card,CA,2017,0,10-20
12000,10.33,36.0,B,debt_consolidation,NY,2019,0,10-20
15000,15.02,36.0,C,home_improvement,VA,2014,0,10-20
20500,6.46,36.0,A,debt_consolidation,MO,2016,0,30-40
10000,10.33,36.0,B,debt_consolidation,NC,2019,0,0-10
10000,13.56,60.0,C,credit_card,FL,2014,0,20-30
20000,11.8,36.0,B,credit_card,NY,2014,0,10-20
30000,12.98,60.0,B,debt_consolidation,MI,2017,0,10-20
35000,24.37,36.0,E,debt_consolidation,TX,2014,0,20-30
35000,8.81,36.0,A,credit_card,CO,2019,0,10-20
1300,7.56,36.0,A,credit_card,FL,2019,0,0-10
30000,15.02,60.0,C,debt_consolidation,TX,2015,0,10-20
12000,7.02,36.0,A,credit_card,MD,2015,0,20-30
5000,17.97,36.0,D,debt_consolidation,MI,2018,0,10-20
40000,7.02,36.0,A,debt_consolidation,WA,2017,0,10-20
16850,11.8,36.0,B,debt_consolidation,TX,2018,0,30-40
30000,17.97,36.0,D,credit_card,GA,2019,0,20-30
11000,7.02,36.0,A,credit_card,AZ,2016,0,10-20
4000,17.97,36.0,D,house,TX,2015,0,10-20
25000,10.33,36.0,B,debt_consolidation,SC,2017,0,30-40
8000,10.72,36.0,B,debt_consolidation,CA,2017,0,10-20
40000,11.31,36.0,B,debt_consolidation,NJ,2016,0,10-20
34575,17.97,60.0,D,home_improvement,AZ,2015,0,20-30
32000,13.56,60.0,C,credit_card,TX,2015,0,30-40
33000,16.14,60.0,C,debt_consolidation,MO,2017,0,10-20
7650,8.19,36.0,A,debt_consolidation,OH,2016,0,20-30
21000,15.02,60.0,C,debt_consolidation,NH,2016,0,20-30
25000,10.33,60.0,B,debt_consolidation,NV,2014,0,20-30
20000,16.91,60.0,C,debt_consolidation,LA,2019,0,20-30
10000,6.46,36.0,A,debt_consolidation,ID,2018,0,20-30
25000,11.8,36.0,B,credit_card,RI,2019,0,0-10
10000,10.72,36.0,B,credit_card,CO,2018,0,10-20
5000,6.46,36.0,A,debt_consolidation,CO,2017,0,20-30
10000,22.35,60.0,D,credit_card,IL,2015,0,20-30
15450,11.8,36.0,B,credit_card,MD,2017,0,20-30
2500,13.56,36.0,C,debt_consolidation,NY,2017,0,10-20
30000,16.91,60.0,C,debt_consolidation,AZ,2019,0,20-30
11000,8.19,36.0,A,credit_card,IN,2015,0,0-10
10000,10.72,36.0,B,debt_consolidation,MD,2014,0,0-10
10000,11.8,60.0,B,credit_card,GA,2014,0,10-20
32075,11.8,60.0,B,credit_card,VA,2015,0,20-30
10000,16.14,36.0,C,debt_consolidation,NJ,2017,0,10-20
5600,6.46,36.0,A,debt_consolidation,FL,2014,0,20-30
20000,6.46,36.0,A,credit_card,CA,2014,0,20-30
40000,8.19,36.0,A,debt_consolidation,OH,2016,0,20-30
10800,10.72,60.0,B,credit_card,TX,2018,0,20-30
30000,16.91,60.0,C,debt_consolidation,AZ,2016,0,20-30
12500,19.92,60.0,D,credit_card,MI,2015,0,0-10
10000,8.19,36.0,A,credit_card,TX,2015,0,0-10
10000,10.33,36.0,B,debt_consolidation,GA,2018,0,10-20
20000,10.72,36.0,B,debt_consolidation,FL,2016,0,10-20
20000,11.31,36.0,B,debt_consolidation,NC,2016,0,10-20
9600,8.19,36.0,A,debt_consolidation,SC,2018,0,10-20
7025,20.89,36.0,D,small_business,CA,2016,0,20-30
3000,10.72,36.0,B,credit_card,TX,2016,0,20-30
21000,7.02,36.0,A,debt_consolidation,CA,2018,0,10-20
1000,18.94,36.0,D,debt_consolidation,MD,2015,0,10-20
20000,8.19,60.0,A,credit_card,CA,2017,0,20-30
8000,7.56,36.0,A,other,CA,2017,0,20-30
11000,8.81,36.0,A,debt_consolidation,NY,2015,0,10-20
16500,11.8,60.0,B,credit_card,TX,2014,0,10-20
25000,6.46,36.0,A,debt_consolidation,MD,2019,0,10-20
40000,11.8,60.0,B,debt_consolidation,TX,2015,0,10-20
24900,20.89,36.0,D,debt_consolidation,FL,2016,0,30-40
4500,27.27,36.0,E,debt_consolidation,NY,2017,0,0-10
10475,11.31,36.0,B,debt_consolidation,TX,2014,0,0-10
36000,17.97,60.0,D,debt_consolidation,MA,2014,0,30-40
12000,6.46,36.0,A,debt_consolidation,WA,2016,0,10-20
10800,10.72,60.0,B,credit_card,TX,2019,0,20-30
20000,26.31,60.0,E,credit_card,LA,2017,0,20-30
30000,11.8,60.0,B,debt_consolidation,MD,2017,0,40-50
4800,10.72,36.0,B,credit_card,TX,2017,0,20-30
24900,20.89,36.0,D,debt_consolidation,FL,2019,0,30-40
25000,14.47,60.0,C,debt_consolidation,NV,2019,0,10-20
35000,10.72,60.0,B,home_improvement,FL,2014,0,40-50
22650,10.72,36.0,B,home_improvement,FL,2017,0,10-20
12500,12.98,60.0,B,major_purchase,KY,2017,0,20-30
12000,11.8,36.0,B,debt_consolidation,NY,2015,0,20-30
8000,8.19,36.0,A,debt_consolidation,FL,2019,0,0-10
15000,7.02,36.0,A,credit_card,CA,2015,0,0-10
16375,22.35,60.0,D,debt_consolidation,LA,2019,0,40-50
11000,8.19,60.0,A,debt_consolidation,LA,2014,0,10-20
40000,15.02,60.0,C,debt_consolidation,FL,2017,0,10-20
20000,16.14,60.0,C,other,IL,2018,0,30-40
10000,13.56,60.0,C,credit_card,CA,2017,0,20-30
20000,10.33,36.0,B,debt_consolidation,OH,2014,0,10-20
4000,6.46,36.0,A,debt_consolidation,CO,2014,0,10-20
12500,14.47,36.0,C,debt_consolidation,GA,2017,0,0-10
6500,11.8,36.0,B,car,OH,2019,0,0-10
2000,18.94,36.0,D,other,NC,2017,0,10-20
2000,18.94,36.0,D,other,NC,2014,0,10-20
25000,12.98,36.0,B,debt_consolidation,RI,2018,0,20-30
15000,10.72,60.0,B,credit_card,PA,2016,0,30-40
7000,12.98,36.0,B,house,OH,2014,0,10-20
13000,23.4,36.0,E,other,PA,2016,0,30-40
