id,loan_amnt,int_rate,term_months,grade,sub_grade,emp_length_years,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,issue_date,issue_year,issue_month,loan_status,is_default
,4500,19.92,36.0,D,D3,0.0,MORTGAGE,115800.0,Not Verified,home_improvement,MD,9.09,2018-12-01,2018,2018-12,Current,0
,19000,11.8,36.0,B,B4,9.0,MORTGAGE,77405.0,Source Verified,debt_consolidation,TX,19.66,2018-12-01,2018,2018-12,Current,0
,34800,15.02,60.0,C,C3,0.0,RENT,106000.0,Not Verified,debt_consolidation,MD,26.1,2018-12-01,2018,2018-12,Current,0
,25000,10.33,60.0,B,B1,10.0,MORTGAGE,55758.0,Not Verified,debt_consolidation,NV,21.52,2018-12-01,2018,2018-12,Current,0
,11000,11.8,60.0,B,B4,5.0,MORTGAGE,188000.0,Not Verified,debt_consolidation,CO,12.31,2018-12-01,2018,2018-12,Current,0
,20075,19.92,36.0,D,D3,8.0,OWN,50000.0,Not Verified,debt_consolidation,TX,26.64,2018-12-01,2018,2018-12,Current,0
,28000,14.47,36.0,C,C2,4.0,MORTGAGE,130000.0,Not Verified,debt_consolidation,MD,10.25,2018-12-01,2018,2018-12,Current,0
,15000,17.97,60.0,D,D1,7.0,RENT,65000.0,Source Verified,credit_card,MA,18.49,2018-12-01,2018,2018-12,Current,0
,12000,8.81,36.0,A,A5,,MORTGAGE,120000.0,Not Verified,debt_consolidation,TX,18.16,2018-12-01,2018,2018-12,Current,0
,4000,18.94,36.0,D,D2,1.0,RENT,73000.0,Not Verified,credit_card,NJ,4.78,2018-12-01,2018,2018-12,Current,0
,5000,7.02,36.0,A,A2,4.0,MORTGAGE,126000.0,Not Verified,home_improvement,IN,10.51,2018-12-01,2018,2018-12,Current,0
,6025,19.92,36.0,D,D3,0.0,RENT,21600.0,Source Verified,credit_card,MA,7.53,2018-12-01,2018,2018-12,Current,0
,24000,12.98,60.0,B,B5,10.0,MORTGAGE,140000.0,Source Verified,debt_consolidation,OH,27.8,2018-12-01,2018,2018-12,Current,0
,1000,23.4,36.0,E,E1,3.0,RENT,60000.0,Source Verified,debt_consolidation,OH,20.78,2018-12-01,2018,2018-12,Fully Paid,0
,5000,14.47,36.0,C,C2,5.0,MORTGAGE,30000.0,Source Verified,credit_card,NY,24.11,2018-12-01,2018,2018-12,Current,0
,19375,13.56,36.0,C,C1,5.0,MORTGAGE,75000.0,Not Verified,major_purchase,FL,19.66,2018-12-01,2018,2018-12,Current,0
,15000,10.72,36.0,B,B2,2.0,MORTGAGE,62000.0,Not Verified,credit_card,NC,12.81,2018-12-01,2018,2018-12,Current,0
,14400,16.14,36.0,C,C4,0.0,RENT,70000.0,Source Verified,debt_consolidation,IL,21.04,2018-12-01,2018,2018-12,Current,0
,22500,15.02,60.0,C,C3,1.0,MORTGAGE,85000.0,Source Verified,debt_consolidation,CA,21.4,2018-12-01,2018,2018-12,Current,0
,15000,8.19,60.0,A,A4,2.0,RENT,63000.0,Not Verified,debt_consolidation,NY,21.86,2018-12-01,2018,2018-12,Current,0
,20000,8.19,36.0,A,A4,7.0,RENT,55000.0,Source Verified,debt_consolidation,PA,30.07,2018-12-01,2018,2018-12,Current,0
,15000,8.19,36.0,A,A4,0.0,OWN,175000.0,Source Verified,debt_consolidation,CA,16.08,2018-12-01,2018,2018-12,Current,0
,10000,22.35,60.0,D,D5,6.0,RENT,51000.0,Not Verified,debt_consolidation,VA,29.76,2018-12-01,2018,2018-12,Current,0
,15000,7.56,36.0,A,A3,10.0,MORTGAGE,200000.0,Not Verified,house,ID,2.62,2018-12-01,2018,2018-12,Fully Paid,0
,9600,8.81,36.0,A,A5,10.0,MORTGAGE,95000.0,Not Verified,home_improvement,NY,15.23,2018-12-01,2018,2018-12,Current,0
,10000,10.72,36.0,B,B2,1.0,MORTGAGE,88340.0,Source Verified,credit_card,CO,11.29,2018-12-01,2018,2018-12,Current,0
,12000,12.98,36.0,B,B5,0.0,RENT,50000.0,Not Verified,debt_consolidation,OR,22.85,2018-12-01,2018,2018-12,Current,0
,20000,16.91,60.0,C,C5,4.0,RENT,92000.0,Not Verified,debt_consolidation,LA,25.65,2018-12-01,2018,2018-12,Current,0
,24000,8.19,36.0,A,A4,6.0,MORTGAGE,338000.0,Source Verified,debt_consolidation,TX,10.41,2018-12-01,2018,2018-12,Current,0
,9000,10.72,36.0,B,B2,,RENT,25400.0,Not Verified,debt_consolidation,KS,28.17,2018-12-01,2018,2018-12,Current,0
,10000,8.19,36.0,A,A4,10.0,MORTGAGE,60000.0,Source Verified,debt_consolidation,WA,16.82,2018-12-01,2018,2018-12,Current,0
,12000,6.46,36.0,A,A1,6.0,RENT,38000.0,Not Verified,debt_consolidation,NJ,31.11,2018-12-01,2018,2018-12,Current,0
,10000,11.8,60.0,B,B4,9.0,RENT,40000.0,Not Verified,credit_card,PA,26.16,2018-12-01,2018,2018-12,Current,0
,28000,8.81,60.0,A,A5,10.0,MORTGAGE,103939.0,Verified,debt_consolidation,WI,17.88,2018-12-01,2018,2018-12,Current,0
,7000,7.02,36.0,A,A2,7.0,MORTGAGE,38979.0,Source Verified,debt_consolidation,MI,22.81,2018-12-01,2018,2018-12,Current,0
,40000,10.72,60.0,B,B2,6.0,MORTGAGE,65000.0,Not Verified,small_business,MO,14.4,2018-12-01,2018,2018-12,Current,0
,16000,7.02,36.0,A,A2,,OWN,75000.0,Not Verified,debt_consolidation,NY,31.55,2018-12-01,2018,2018-12,Current,0
,12000,16.91,36.0,C,C5,4.0,RENT,90000.0,Source Verified,debt_consolidation,CA,10.79,2018-12-01,2018,2018-12,Current,0
,10000,7.56,36.0,A,A3,4.0,MORTGAGE,77600.0,Not Verified,credit_card,NV,20.49,2018-12-01,2018,2018-12,Current,0
,13000,10.72,60.0,B,B2,,MORTGAGE,0.0,Not Verified,major_purchase,AZ,,2018-12-01,2018,2018-12,Current,0
,40000,8.19,36.0,A,A4,0.0,MORTGAGE,65000.0,Source Verified,debt_consolidation,OH,23.52,2018-12-01,2018,2018-12,Current,0
,15000,13.56,60.0,C,C1,2.0,MORTGAGE,70000.0,Verified,debt_consolidation,OH,6.14,2018-12-01,2018,2018-12,Current,0
,25000,15.02,60.0,C,C3,10.0,MORTGAGE,85000.0,Source Verified,debt_consolidation,WA,14.32,2018-12-01,2018,2018-12,Current,0
,11000,8.19,60.0,A,A4,5.0,RENT,60000.0,Not Verified,debt_consolidation,LA,15.96,2018-12-01,2018,2018-12,Current,0
,12000,15.02,36.0,C,C3,0.0,RENT,65000.0,Source Verified,debt_consolidation,NC,33.93,2018-12-01,2018,2018-12,Current,0
,15000,6.46,36.0,A,A1,8.0,MORTGAGE,148000.0,Verified,credit_card,UT,14.92,2018-12-01,2018,2018-12,Current,0
,38000,12.98,36.0,B,B5,6.0,MORTGAGE,36000.0,Not Verified,debt_consolidation,NH,51.2,2018-12-01,2018,2018-12,Current,0
,10000,7.56,36.0,A,A3,2.0,RENT,25000.0,Source Verified,debt_consolidation,KY,7.92,2018-12-01,2018,2018-12,Current,0
,7000,11.31,36.0,B,B3,4.0,MORTGAGE,26000.0,Not Verified,debt_consolidation,TX,19.1,2018-12-01,2018,2018-12,Current,0
,25000,17.97,60.0,D,D1,2.0,MORTGAGE,55000.0,Verified,debt_consolidation,OR,46.59,2018-12-01,2018,2018-12,Current,0
,10500,7.56,36.0,A,A3,9.0,MORTGAGE,86000.0,Not Verified,credit_card,VA,10.77,2018-12-01,2018,2018-12,Current,0
,20000,16.14,60.0,C,C4,4.0,RENT,30000.0,Source Verified,debt_consolidation,WI,41.84,2018-12-01,2018,2018-12,Current,0
,6600,11.31,36.0,B,B3,,RENT,23000.0,Verified,debt_consolidation,NJ,18.95,2018-12-01,2018,2018-12,Current,0
,40000,10.33,60.0,B,B1,10.0,MORTGAGE,115000.0,Verified,home_improvement,CA,9.35,2018-12-01,2018,2018-12,Current,0
,16000,8.81,36.0,A,A5,9.0,RENT,106000.0,Not Verified,credit_card,RI,16.73,2018-12-01,2018,2018-12,Current,0
,10000,23.4,36.0,E,E1,10.0,MORTGAGE,130000.0,Verified,debt_consolidation,KY,14.5,2018-12-01,2018,2018-12,Current,0
,8000,7.56,36.0,A,A3,10.0,MORTGAGE,250000.0,Not Verified,other,CA,20.1,2018-12-01,2018,2018-12,Fully Paid,0
,40000,10.72,36.0,B,B2,10.0,MORTGAGE,150000.0,Source Verified,debt_consolidation,MD,22.02,2018-12-01,2018,2018-12,Current,0
,40000,15.02,60.0,C,C3,,MORTGAGE,31200.0,Verified,home_improvement,TX,44.12,2018-12-01,2018,2018-12,Current,0
,3000,13.56,36.0,C,C1,6.0,MORTGAGE,35000.0,Source Verified,debt_consolidation,NC,9.4,2018-12-01,2018,2018-12,Current,0
,40000,6.46,36.0,A,A1,4.0,MORTGAGE,135000.0,Source Verified,credit_card,TX,29.55,2018-12-01,2018,2018-12,Current,0
,8000,18.94,36.0,D,D2,8.0,MORTGAGE,98000.0,Not Verified,home_improvement,TX,32.04,2018-12-01,2018,2018-12,Current,0
,13000,12.98,60.0,B,B5,10.0,MORTGAGE,33000.0,Not Verified,debt_consolidation,NY,22.76,2018-12-01,2018,2018-12,Current,0
,10000,10.72,36.0,B,B2,9.0,RENT,55000.0,Not Verified,credit_card,NV,26.86,2018-12-01,2018,2018-12,Current,0
,40000,8.19,60.0,A,A4,1.0,MORTGAGE,384000.0,Source Verified,debt_consolidation,IL,7.99,2018-12-01,2018,2018-12,Current,0
,19200,10.33,60.0,B,B1,0.0,RENT,80000.0,Source Verified,credit_card,CO,6.92,2018-12-01,2018,2018-12,Current,0
,4000,16.14,36.0,C,C4,10.0,RENT,40000.0,Not Verified,small_business,OK,5.37,2018-12-01,2018,2018-12,Current,0
,16000,8.19,36.0,A,A4,5.0,MORTGAGE,42900.0,Source Verified,debt_consolidation,TX,26.4,2018-12-01,2018,2018-12,Current,0
,16000,7.02,36.0,A,A2,10.0,MORTGAGE,65000.0,Not Verified,debt_consolidation,VT,24.0,2018-12-01,2018,2018-12,Current,0
,8250,10.33,36.0,B,B1,2.0,RENT,40000.0,Not Verified,debt_consolidation,OH,24.6,2018-12-01,2018,2018-12,Current,0
,40000,7.02,36.0,A,A2,0.0,OWN,175000.0,Not Verified,other,KY,4.05,2018-12-01,2018,2018-12,Current,0
,3000,24.37,36.0,E,E2,10.0,MORTGAGE,80000.0,Not Verified,small_business,MO,17.58,2018-12-01,2018,2018-12,Current,0
,3125,6.46,36.0,A,A1,8.0,MORTGAGE,50000.0,Not Verified,credit_card,TX,34.74,2018-12-01,2018,2018-12,Current,0
,21000,8.81,60.0,A,A5,1.0,MORTGAGE,40000.0,Source Verified,debt_consolidation,FL,17.1,2018-12-01,2018,2018-12,Current,0
,12000,13.56,60.0,C,C1,4.0,RENT,55000.0,Not Verified,credit_card,CA,11.67,2018-12-01,2018,2018-12,Current,0
,10000,8.19,36.0,A,A4,2.0,MORTGAGE,55400.0,Not Verified,credit_card,TX,8.41,2018-12-01,2018,2018-12,Current,0
,16000,10.33,36.0,B,B1,3.0,RENT,71000.0,Verified,debt_consolidation,PA,16.58,2018-12-01,2018,2018-12,Current,0
,25000,19.92,36.0,D,D3,1.0,OWN,120000.0,Not Verified,debt_consolidation,MA,14.62,2018-12-01,2018,2018-12,Current,0
,20000,10.72,60.0,B,B2,10.0,MORTGAGE,60000.0,Not Verified,credit_card,FL,25.54,2018-12-01,2018,2018-12,Current,0
,11025,10.33,60.0,B,B1,1.0,OWN,66000.0,Not Verified,credit_card,IL,23.44,2018-12-01,2018,2018-12,Current,0
,18400,13.56,36.0,C,C1,6.0,MORTGAGE,160000.0,Not Verified,credit_card,FL,15.87,2018-12-01,2018,2018-12,Current,0
,2200,26.31,36.0,E,E4,1.0,OWN,13520.0,Source Verified,debt_consolidation,AZ,5.95,2018-12-01,2018,2018-12,Current,0
,12000,8.19,36.0,A,A4,4.0,MORTGAGE,60000.0,Source Verified,debt_consolidation,TX,11.86,2018-12-01,2018,2018-12,Current,0
,40000,11.31,36.0,B,B3,5.0,MORTGAGE,92000.0,Verified,debt_consolidation,NY,23.64,2018-12-01,2018,2018-12,Current,0
,22950,12.98,36.0,B,B5,6.0,RENT,100000.0,Source Verified,debt_consolidation,OH,20.68,2018-12-01,2018,2018-12,Current,0
,16000,13.56,36.0,C,C1,0.0,OWN,72000.0,Source Verified,home_improvement,NY,27.71,2018-12-01,2018,2018-12,Current,0
,40000,8.81,36.0,A,A5,1.0,MORTGAGE,127000.0,Not Verified,debt_consolidation,VA,14.55,2018-12-01,2018,2018-12,Current,0
,15000,11.31,36.0,B,B3,10.0,MORTGAGE,114164.0,Source Verified,home_improvement,MS,19.87,2018-12-01,2018,2018-12,Current,0
,15000,12.98,60.0,B,B5,0.0,MORTGAGE,50000.0,Not Verified,debt_consolidation,NE,27.15,2018-12-01,2018,2018-12,Current,0
,10000,11.8,36.0,B,B4,8.0,RENT,64000.0,Not Verified,debt_consolidation,GA,4.14,2018-12-01,2018,2018-12,Current,0
,20000,15.02,60.0,C,C3,5.0,RENT,50000.0,Not Verified,debt_consolidation,RI,22.56,2018-12-01,2018,2018-12,Current,0
,4000,7.02,36.0,A,A2,8.0,OWN,40000.0,Not Verified,home_improvement,MD,12.63,2018-12-01,2018,2018-12,Current,0
,10000,16.91,60.0,C,C5,7.0,RENT,26000.0,Not Verified,major_purchase,TX,20.78,2018-12-01,2018,2018-12,Current,0
,10000,14.47,36.0,C,C2,2.0,RENT,55000.0,Not Verified,credit_card,RI,22.1,2018-12-01,2018,2018-12,Current,0
,16000,10.33,60.0,B,B1,1.0,MORTGAGE,90000.0,Not Verified,debt_consolidation,CT,13.36,2018-12-01,2018,2018-12,Current,0
,2000,18.94,36.0,D,D2,2.0,RENT,49000.0,Verified,other,NC,11.46,2018-12-01,2018,2018-12,Current,0
,35000,18.94,36.0,D,D2,10.0,MORTGAGE,102501.0,Not Verified,debt_consolidation,CA,28.32,2018-12-01,2018,2018-12,Current,0
,20000,6.46,36.0,A,A1,0.0,RENT,130000.0,Not Verified,major_purchase,NH,14.19,2018-12-01,2018,2018-12,Current,0
,28000,22.35,60.0,D,D5,0.0,RENT,35360.0,Verified,debt_consolidation,NM,46.47,2018-12-01,2018,2018-12,Current,0
,24000,8.81,36.0,A,A5,8.0,MORTGAGE,165000.0,Not Verified,debt_consolidation,OK,5.1,2018-12-01,2018,2018-12,Current,0
,15000,8.19,36.0,A,A4,,RENT,60000.0,Source Verified,credit_card,CA,8.68,2018-12-01,2018,2018-12,Current,0
,10000,11.8,36.0,B,B4,6.0,MORTGAGE,105000.0,Not Verified,debt_consolidation,TX,11.67,2018-12-01,2018,2018-12,Current,0
,20000,8.19,36.0,A,A4,0.0,MORTGAGE,57000.0,Not Verified,debt_consolidation,DE,21.37,2018-12-01,2018,2018-12,Current,0
,9000,10.72,36.0,B,B2,2.0,RENT,88000.0,Not Verified,debt_consolidation,OH,12.34,2018-12-01,2018,2018-12,Current,0
,11000,10.72,36.0,B,B2,,RENT,39500.0,Not Verified,debt_consolidation,IN,38.86,2018-12-01,2018,2018-12,Current,0
,15000,8.19,36.0,A,A4,3.0,RENT,72000.0,Not Verified,credit_card,OH,10.17,2018-12-01,2018,2018-12,Current,0
,21000,12.98,60.0,B,B5,10.0,MORTGAGE,125000.0,Not Verified,debt_consolidation,CA,11.39,2018-12-01,2018,2018-12,Current,0
,20000,6.46,36.0,A,A1,2.0,MORTGAGE,60000.0,Verified,credit_card,CA,28.52,2018-12-01,2018,2018-12,Current,0
,40000,11.8,36.0,B,B4,10.0,RENT,84000.0,Verified,debt_consolidation,CA,8.41,2018-12-01,2018,2018-12,Current,0
,35000,8.81,36.0,A,A5,1.0,MORTGAGE,150000.0,Source Verified,credit_card,CO,15.24,2018-12-01,2018,2018-12,Current,0
,19000,11.8,60.0,B,B4,10.0,MORTGAGE,102000.0,Not Verified,debt_consolidation,NV,19.81,2018-12-01,2018,2018-12,Current,0
,6000,17.97,36.0,D,D1,5.0,MORTGAGE,90000.0,Verified,car,MO,66.87,2018-12-01,2018,2018-12,Current,0
,7150,14.47,36.0,C,C2,1.0,MORTGAGE,40000.0,Source Verified,debt_consolidation,TX,13.23,2018-12-01,2018,2018-12,Current,0
,27200,19.92,60.0,D,D3,10.0,RENT,54254.0,Not Verified,debt_consolidation,GA,22.96,2018-12-01,2018,2018-12,Current,0
,27500,16.14,60.0,C,C4,4.0,MORTGAGE,400000.0,Source Verified,small_business,TX,4.33,2018-12-01,2018,2018-12,Current,0
,7800,14.47,36.0,C,C2,10.0,MORTGAGE,93000.0,Source Verified,debt_consolidation,TX,12.99,2018-12-01,2018,2018-12,Current,0
,15000,7.02,36.0,A,A2,10.0,RENT,125000.0,Not Verified,credit_card,CA,9.73,2018-12-01,2018,2018-12,Current,0
,23000,6.46,36.0,A,A1,10.0,MORTGAGE,103000.0,Source Verified,debt_consolidation,MO,11.67,2018-12-01,2018,2018-12,Current,0
,8000,8.81,36.0,A,A5,0.0,RENT,120000.0,Not Verified,debt_consolidation,AZ,13.42,2018-12-01,2018,2018-12,Current,0
,20000,8.81,36.0,A,A5,0.0,OWN,45000.0,Not Verified,debt_consolidation,NY,19.15,2018-12-01,2018,2018-12,Current,0
,12000,16.14,36.0,C,C4,0.0,MORTGAGE,84000.0,Source Verified,debt_consolidation,OH,21.6,2018-12-01,2018,2018-12,Current,0
,5000,7.56,36.0,A,A3,5.0,MORTGAGE,98000.0,Not Verified,credit_card,TX,14.78,2018-12-01,2018,2018-12,Fully Paid,0
,8000,11.8,36.0,B,B4,3.0,MORTGAGE,51320.0,Not Verified,debt_consolidation,VA,24.84,2018-12-01,2018,2018-12,Current,0
,25000,27.27,36.0,E,E5,10.0,MORTGAGE,704000.0,Verified,house,NJ,14.3,2018-12-01,2018,2018-12,Current,0
,25000,11.8,60.0,B,B4,5.0,RENT,90000.0,Not Verified,debt_consolidation,CA,23.84,2018-12-01,2018,2018-12,Current,0
,14225,23.4,36.0,E,E1,2.0,MORTGAGE,142500.0,Source Verified,debt_consolidation,FL,22.01,2018-12-01,2018,2018-12,Current,0
,22000,12.98,60.0,B,B5,1.0,RENT,55000.0,Source Verified,debt_consolidation,FL,31.53,2018-12-01,2018,2018-12,Current,0
,15400,18.94,60.0,D,D2,1.0,RENT,56810.0,Not Verified,debt_consolidation,WA,23.95,2018-12-01,2018,2018-12,Current,0
,2500,23.4,36.0,E,E1,5.0,OWN,33000.0,Not Verified,debt_consolidation,PA,43.64,2018-12-01,2018,2018-12,Current,0
,10000,8.81,36.0,A,A5,2.0,RENT,55000.0,Not Verified,debt_consolidation,NJ,8.99,2018-12-01,2018,2018-12,Current,0
,20000,10.72,36.0,B,B2,3.0,RENT,70000.0,Not Verified,debt_consolidation,FL,10.27,2018-12-01,2018,2018-12,Current,0
,4800,10.72,36.0,B,B2,10.0,RENT,80000.0,Not Verified,credit_card,TX,26.55,2018-12-01,2018,2018-12,Current,0
,7000,11.8,36.0,B,B4,10.0,MORTGAGE,90000.0,Source Verified,debt_consolidation,CA,17.87,2018-12-01,2018,2018-12,Current,0
,22400,11.8,60.0,B,B4,6.0,MORTGAGE,145000.0,Source Verified,debt_consolidation,CA,9.61,2018-12-01,2018,2018-12,Current,0
,6000,10.33,36.0,B,B1,8.0,RENT,28390.0,Not Verified,credit_card,CA,35.48,2018-12-01,2018,2018-12,Current,0
,4800,15.02,36.0,C,C3,2.0,MORTGAGE,76000.0,Source Verified,home_improvement,FL,26.58,2018-12-01,2018,2018-12,Current,0
,20000,6.46,36.0,A,A1,,RENT,54996.0,Not Verified,debt_consolidation,FL,29.41,2018-12-01,2018,2018-12,Current,0
,16000,7.02,36.0,A,A2,6.0,MORTGAGE,83000.0,Not Verified,credit_card,PA,21.44,2018-12-01,2018,2018-12,Current,0
,30000,11.8,60.0,B,B4,10.0,MORTGAGE,98000.0,Source Verified,debt_consolidation,MD,42.0,2018-12-01,2018,2018-12,Current,0
,18000,7.56,36.0,A,A3,0.0,MORTGAGE,173000.0,Source Verified,debt_consolidation,FL,7.93,2018-12-01,2018,2018-12,Current,0
,30000,17.97,36.0,D,D1,0.0,OWN,60000.0,Source Verified,credit_card,GA,22.12,2018-12-01,2018,2018-12,Current,0
,15000,8.19,60.0,A,A4,10.0,MORTGAGE,160000.0,Source Verified,debt_consolidation,GA,17.51,2018-12-01,2018,2018-12,Current,0
,20000,11.8,60.0,B,B4,10.0,MORTGAGE,57200.0,Not Verified,credit_card,SC,32.38,2018-12-01,2018,2018-12,Current,0
,2200,19.92,36.0,D,D3,10.0,MORTGAGE,46500.0,Source Verified,other,CA,16.77,2018-12-01,2018,2018-12,Current,0
,21600,16.91,60.0,C,C5,10.0,OWN,95628.0,Source Verified,debt_consolidation,NJ,22.02,2018-12-01,2018,2018-12,Current,0
,18000,7.56,36.0,A,A3,10.0,RENT,250000.0,Source Verified,medical,MD,7.16,2018-12-01,2018,2018-12,Current,0
,6000,15.02,36.0,C,C3,2.0,RENT,32484.0,Not Verified,credit_card,CA,31.03,2018-12-01,2018,2018-12,Current,0
,5000,16.91,36.0,C,C5,10.0,RENT,85000.0,Verified,debt_consolidation,TN,37.72,2018-12-01,2018,2018-12,Current,0
,14000,6.46,36.0,A,A1,2.0,RENT,45000.0,Not Verified,credit_card,CA,17.63,2018-12-01,2018,2018-12,Current,0
,16000,7.56,36.0,A,A3,1.0,MORTGAGE,152000.0,Not Verified,home_improvement,VA,18.81,2018-12-01,2018,2018-12,Current,0
,11000,16.14,36.0,C,C4,10.0,OWN,45000.0,Verified,major_purchase,KY,16.22,2018-12-01,2018,2018-12,Current,0
,40000,13.56,60.0,C,C1,7.0,MORTGAGE,145000.0,Not Verified,debt_consolidation,TX,20.0,2018-12-01,2018,2018-12,Current,0
,40000,12.98,60.0,B,B5,4.0,MORTGAGE,125000.0,Source Verified,credit_card,ND,21.49,2018-12-01,2018,2018-12,Current,0
,20000,15.02,60.0,C,C3,5.0,RENT,85000.0,Source Verified,debt_consolidation,IN,9.22,2018-12-01,2018,2018-12,Current,0
,12000,6.46,36.0,A,A1,5.0,OWN,50000.0,Source Verified,debt_consolidation,WA,13.99,2018-12-01,2018,2018-12,Current,0
,3000,10.33,36.0,B,B1,4.0,RENT,40000.0,Verified,vacation,NY,35.58,2018-12-01,2018,2018-12,Current,0
,20000,11.8,60.0,B,B4,10.0,RENT,72500.0,Not Verified,credit_card,WI,20.08,2018-12-01,2018,2018-12,Current,0
,5000,11.31,36.0,B,B3,1.0,RENT,50000.0,Source Verified,credit_card,TN,8.04,2018-12-01,2018,2018-12,Current,0
,11000,8.81,36.0,A,A5,10.0,OWN,75000.0,Not Verified,debt_consolidation,WI,18.59,2018-12-01,2018,2018-12,Current,0
,25000,6.46,36.0,A,A1,10.0,RENT,117000.0,Not Verified,credit_card,NC,10.38,2018-12-01,2018,2018-12,Current,0
,4500,8.81,36.0,A,A5,0.0,RENT,88000.0,Not Verified,debt_consolidation,CA,2.9,2018-12-01,2018,2018-12,Current,0
,25000,14.47,60.0,C,C2,10.0,MORTGAGE,164200.0,Not Verified,credit_card,VA,30.76,2018-12-01,2018,2018-12,Current,0
,15500,7.02,36.0,A,A2,10.0,RENT,54000.0,Source Verified,debt_consolidation,NY,5.2,2018-12-01,2018,2018-12,Current,0
,4000,17.97,36.0,D,D1,10.0,RENT,86000.0,Not Verified,vacation,NY,5.39,2018-12-01,2018,2018-12,Current,0
,20000,10.72,60.0,B,B2,1.0,MORTGAGE,120000.0,Source Verified,credit_card,MD,28.8,2018-12-01,2018,2018-12,Current,0
,3200,10.33,36.0,B,B1,0.0,RENT,40000.0,Verified,debt_consolidation,CA,29.82,2018-12-01,2018,2018-12,Current,0
,8000,14.47,36.0,C,C2,10.0,RENT,50000.0,Source Verified,debt_consolidation,OH,18.63,2018-12-01,2018,2018-12,Current,0
,10000,7.56,36.0,A,A3,4.0,RENT,200000.0,Source Verified,credit_card,NY,6.68,2018-12-01,2018,2018-12,Current,0
,10000,8.19,60.0,A,A4,,MORTGAGE,80000.0,Not Verified,credit_card,WV,12.71,2018-12-01,2018,2018-12,Current,0
,4000,8.19,36.0,A,A4,2.0,MORTGAGE,89400.0,Not Verified,credit_card,MD,15.62,2018-12-01,2018,2018-12,Current,0
,9500,11.8,36.0,B,B4,1.0,OWN,26880.0,Not Verified,credit_card,IL,11.38,2018-12-01,2018,2018-12,Current,0
,4000,7.02,36.0,A,A2,10.0,MORTGAGE,67000.0,Not Verified,home_improvement,NY,16.01,2018-12-01,2018,2018-12,Current,0
,25000,23.4,36.0,E,E1,2.0,RENT,130000.0,Verified,debt_consolidation,AZ,16.15,2018-12-01,2018,2018-12,Current,0
,12000,13.56,60.0,C,C1,10.0,MORTGAGE,220000.0,Source Verified,home_improvement,NC,8.67,2018-12-01,2018,2018-12,Current,0
,6200,6.46,36.0,A,A1,9.0,MORTGAGE,59900.0,Source Verified,credit_card,DE,6.71,2018-12-01,2018,2018-12,Current,0
,5000,8.81,36.0,A,A5,2.0,OWN,22000.0,Source Verified,debt_consolidation,MO,8.67,2018-12-01,2018,2018-12,Current,0
,11000,16.14,60.0,C,C4,10.0,RENT,54000.0,Not Verified,debt_consolidation,NY,19.82,2018-12-01,2018,2018-12,Current,0
,22000,6.46,36.0,A,A1,4.0,MORTGAGE,122000.0,Not Verified,credit_card,GA,10.78,2018-12-01,2018,2018-12,Current,0
,10000,16.14,36.0,C,C4,8.0,MORTGAGE,100000.0,Source Verified,debt_consolidation,NJ,10.69,2018-12-01,2018,2018-12,Current,0
,10000,6.46,36.0,A,A1,10.0,MORTGAGE,75000.0,Not Verified,credit_card,CA,14.26,2018-12-01,2018,2018-12,Current,0
,5000,11.8,36.0,B,B4,10.0,MORTGAGE,115000.0,Not Verified,other,NY,30.24,2018-12-01,2018,2018-12,Current,0
,10000,22.35,60.0,D,D5,10.0,RENT,40000.0,Not Verified,credit_card,IL,24.51,2018-12-01,2018,2018-12,Current,0
,8000,10.72,36.0,B,B2,0.0,MORTGAGE,35000.0,Not Verified,debt_consolidation,CA,14.03,2018-12-01,2018,2018-12,Current,0
,15000,8.81,36.0,A,A5,5.0,RENT,65000.0,Source Verified,credit_card,CA,22.0,2018-12-01,2018,2018-12,Current,0
,17000,27.27,60.0,E,E5,2.0,MORTGAGE,85000.0,Source Verified,credit_card,GA,12.52,2018-12-01,2018,2018-12,Current,0
,10000,7.02,36.0,A,A2,6.0,RENT,56000.0,Source Verified,credit_card,FL,28.48,2018-12-01,2018,2018-12,Current,0
,12500,7.56,36.0,A,A3,10.0,MORTGAGE,250000.0,Source Verified,credit_card,MO,1.26,2018-12-01,2018,2018-12,Current,0
,12950,7.56,36.0,A,A3,10.0,MORTGAGE,55000.0,Source Verified,debt_consolidation,AZ,19.88,2018-12-01,2018,2018-12,Fully Paid,0
,28000,6.46,36.0,A,A1,10.0,MORTGAGE,80000.0,Not Verified,credit_card,NY,15.12,2018-12-01,2018,2018-12,Current,0
,12000,16.14,36.0,C,C4,4.0,RENT,47308.0,Not Verified,credit_card,NY,24.25,2018-12-01,2018,2018-12,Current,0
,20000,10.33,36.0,B,B1,5.0,RENT,80000.0,Source Verified,debt_consolidation,CA,26.84,2018-12-01,2018,2018-12,Current,0
,15000,7.02,36.0,A,A2,0.0,MORTGAGE,60000.0,Not Verified,credit_card,AZ,10.18,2018-12-01,2018,2018-12,Current,0
,30000,11.8,36.0,B,B4,7.0,MORTGAGE,80000.0,Source Verified,debt_consolidation,PA,21.27,2018-12-01,2018,2018-12,Current,0
,30000,11.31,36.0,B,B3,1.0,RENT,100000.0,Not Verified,major_purchase,OH,7.57,2018-12-01,2018,2018-12,Current,0
